IMADE_ID,IMAGE_PATH,SPLIT
60,./xmm_om_artefacts_512-36-COCO/images/S0821250401_L_png.rf.335ee19f9ffb20783656e28cd99474f8.jpg,train
61,./xmm_om_artefacts_512-36-COCO/images/S0727761001_L_png.rf.328a1e22bd2fc5782d8f2ef53e3d55a1.jpg,train
62,./xmm_om_artefacts_512-36-COCO/images/S0605581401_M_png.rf.32ec094a30c37f25d7871c8458c64b4d.jpg,train
63,./xmm_om_artefacts_512-36-COCO/images/S0302351701_L_png.rf.36c8297ad9b71105a2c2914d28880b48.jpg,train
64,./xmm_om_artefacts_512-36-COCO/images/S0110930501_L_png.rf.34fb506ade9cdafaf26dc4ac93c2bca4.jpg,train
66,./xmm_om_artefacts_512-36-COCO/images/S0413580101_U_png.rf.34927e44f7a76cbfb4cf787bfc7f2598.jpg,train
67,./xmm_om_artefacts_512-36-COCO/images/S0672400137_L_png.rf.35554bd99d0e1252394f289210250b01.jpg,train
68,./xmm_om_artefacts_512-36-COCO/images/S0553650301_M_png.rf.34850770cfa1620459800674a53824d1.jpg,train
70,./xmm_om_artefacts_512-36-COCO/images/S0126700601_B_png.rf.374cb85b0478dfcbfbf413b3592f8e9c.jpg,train
71,./xmm_om_artefacts_512-36-COCO/images/S0110900201_B_png.rf.3700e24784ee7c190dce89ec36e449bf.jpg,train
72,./xmm_om_artefacts_512-36-COCO/images/S0831590201_M_png.rf.3642b9b94f550c7671d711a1b2536b67.jpg,train
73,./xmm_om_artefacts_512-36-COCO/images/S0783270201_U_png.rf.32fdf837ad51616898bc5280f0d05f01.jpg,train
75,./xmm_om_artefacts_512-36-COCO/images/S0405380701_L_png.rf.38434c84f4c9b0f0670e7e242343f4ae.jpg,train
78,./xmm_om_artefacts_512-36-COCO/images/S0674380201_M_png.rf.38bfe9a86bf5fb4dd51f57816b465831.jpg,train
79,./xmm_om_artefacts_512-36-COCO/images/S0164570601_M_png.rf.36f6d743e06cc27598aa34f12a7218d9.jpg,train
80,./xmm_om_artefacts_512-36-COCO/images/S0830530401_V_png.rf.386ba543e84564fe06cd35bab28a58b3.jpg,train
81,./xmm_om_artefacts_512-36-COCO/images/S0651470401_L_png.rf.38dac5510e6b70c7076a4837bcf92286.jpg,train
83,./xmm_om_artefacts_512-36-COCO/images/S0655343836_L_png.rf.3a49a8f6d2f2388e0885267cca8130df.jpg,train
85,./xmm_om_artefacts_512-36-COCO/images/S0780561501_L_png.rf.3a770af54408062586fb91d7e887900d.jpg,train
86,./xmm_om_artefacts_512-36-COCO/images/S0852060201_L_png.rf.3c56217495b72ac1cc1ed4f4d3296d19.jpg,train
87,./xmm_om_artefacts_512-36-COCO/images/S0405680201_U_png.rf.3acd1188f40eced2ab6e892b30303719.jpg,train
88,./xmm_om_artefacts_512-36-COCO/images/S0827240601_L_png.rf.393c85dd3872e70f501b9b5b932b7c6d.jpg,train
90,./xmm_om_artefacts_512-36-COCO/images/S0119100201_V_png.rf.3b794735246da72bdbafe44fbc001cd7.jpg,train
92,./xmm_om_artefacts_512-36-COCO/images/S0724790932_V_png.rf.3d11f5dae545c1691fdc222ff8d70730.jpg,train
93,./xmm_om_artefacts_512-36-COCO/images/S0105262501_L_png.rf.3aec6d43bee445e61bc5feac1e63dba4.jpg,train
94,./xmm_om_artefacts_512-36-COCO/images/S0761670901_S_png.rf.3ca55aa8c17c7a5d081c07e1e0e9a139.jpg,train
97,./xmm_om_artefacts_512-36-COCO/images/S0762950201_M_png.rf.3d07a353c1e486ea16a8bb0691035e18.jpg,train
98,./xmm_om_artefacts_512-36-COCO/images/S0402850901_V_png.rf.3a0d98aad454db81dd4d1db598bb48c1.jpg,train
100,./xmm_om_artefacts_512-36-COCO/images/S0723802101_L_png.rf.3dcad55121ee0a23bff029d43c8c03b4.jpg,train
101,./xmm_om_artefacts_512-36-COCO/images/S0203840201_L_png.rf.42b7915efad65d8211fb02ad114601d8.jpg,train
102,./xmm_om_artefacts_512-36-COCO/images/S0853220201_M_png.rf.3deeaf48af086c2789a9ae17edcd99e7.jpg,train
103,./xmm_om_artefacts_512-36-COCO/images/S0780070101_M_png.rf.3e184543cfa02128cc02e35eb2e31c4e.jpg,train
105,./xmm_om_artefacts_512-36-COCO/images/S0161160101_L_png.rf.438f12bc19d7f9e2dac8a74132f88644.jpg,train
107,./xmm_om_artefacts_512-36-COCO/images/S0862510501_M_png.rf.4371215482240e2d1f3ba97ce0a9f3ae.jpg,train
108,./xmm_om_artefacts_512-36-COCO/images/S0841480401_U_png.rf.3edcb342794498d405bdc413909b2665.jpg,train
109,./xmm_om_artefacts_512-36-COCO/images/S0840910201_B_png.rf.404e6c5522c219c23508423290d8f740.jpg,train
110,./xmm_om_artefacts_512-36-COCO/images/S0404420101_L_png.rf.40ee6b786d13609df1223ce42785f2c2.jpg,train
111,./xmm_om_artefacts_512-36-COCO/images/S0300470101_U_png.rf.43c68aeaa367915fe2d4d27c650b94dd.jpg,train
112,./xmm_om_artefacts_512-36-COCO/images/S0110010701_S_png.rf.4332e0c0386a326a2996d9b05b4a4e00.jpg,train
113,./xmm_om_artefacts_512-36-COCO/images/S0823750301_B_png.rf.3f90455efcdb9a2aaed8f4fdcd2532be.jpg,train
114,./xmm_om_artefacts_512-36-COCO/images/S0784370101_U_png.rf.40f71ddbe64dbbecadb3887c073c2fc1.jpg,train
115,./xmm_om_artefacts_512-36-COCO/images/S0165972001_B_png.rf.4169225b93bdc02445e7fe21fb1190be.jpg,train
116,./xmm_om_artefacts_512-36-COCO/images/S0761670901_M_png.rf.44c1d84fcdc5370033e6241582dae3a5.jpg,train
117,./xmm_om_artefacts_512-36-COCO/images/S0092800201_L_png.rf.44b45f2e5d75e7b8cbf795e88ee7db2d.jpg,train
119,./xmm_om_artefacts_512-36-COCO/images/S0864410101_M_png.rf.44fa7647394b2ec11975a7cf4fc2305a.jpg,train
120,./xmm_om_artefacts_512-36-COCO/images/S0065820601_M_png.rf.45dfe255117f4438d97260ae4760c6fb.jpg,train
121,./xmm_om_artefacts_512-36-COCO/images/S0150790101_S_png.rf.44c8bfc04a996e7cbb290d4c7c6168f6.jpg,train
122,./xmm_om_artefacts_512-36-COCO/images/S0803240501_U_png.rf.41b68df8071e391a99f342c99583e74b.jpg,train
123,./xmm_om_artefacts_512-36-COCO/images/S0044350101_L_png.rf.45ab43c0047f64711ebf04efa4cc5de3.jpg,train
124,./xmm_om_artefacts_512-36-COCO/images/S0112231101_L_png.rf.42a5d2b038b68a75f965510bc2e33f5f.jpg,train
125,./xmm_om_artefacts_512-36-COCO/images/S0109661101_W_png.rf.45fb797498936cf4c7e9925902c3e50a.jpg,train
126,./xmm_om_artefacts_512-36-COCO/images/S0124710901_U_png.rf.45fd78cb83ddef432d7ed1febb10785d.jpg,train
128,./xmm_om_artefacts_512-36-COCO/images/S0882720301_B_png.rf.470d03003c34f4fb3b40ff03117e4a5f.jpg,train
129,./xmm_om_artefacts_512-36-COCO/images/S0656201201_L_png.rf.46d6d47d244c05f87fb393e67f76b465.jpg,train
131,./xmm_om_artefacts_512-36-COCO/images/S0402781001_V_png.rf.497b22f964d61c377136365ade574b5f.jpg,train
132,./xmm_om_artefacts_512-36-COCO/images/S0840840201_U_png.rf.497110e3b165cf37b86dceb5463f41a8.jpg,train
133,./xmm_om_artefacts_512-36-COCO/images/S0206890101_B_png.rf.4a6c6fd96681cd02f7ce107bf0df079b.jpg,train
134,./xmm_om_artefacts_512-36-COCO/images/S0784700201_B_png.rf.479215fa8b5706fc2996019175b3115e.jpg,train
135,./xmm_om_artefacts_512-36-COCO/images/S0720700101_M_png.rf.4746651521187b27f9e7b142566248b4.jpg,train
137,./xmm_om_artefacts_512-36-COCO/images/S0301650801_U_png.rf.4c967fcfdc4346afcf1b38fcb7f080f5.jpg,train
138,./xmm_om_artefacts_512-36-COCO/images/S0728360101_M_png.rf.4a18fac3a75985c7bb904a5bb2af6cac.jpg,train
141,./xmm_om_artefacts_512-36-COCO/images/S0551640201_M_png.rf.4bd561eb9d88ffd5dd9d995ca7ef6da9.jpg,train
142,./xmm_om_artefacts_512-36-COCO/images/S0842730201_L_png.rf.4c997f96c667f9d9ba7a56512682513a.jpg,train
143,./xmm_om_artefacts_512-36-COCO/images/S0864621901_M_png.rf.4b149863b35766106d5cdc8cce99481d.jpg,train
145,./xmm_om_artefacts_512-36-COCO/images/S0843830901_L_png.rf.4a15c16607d3cec04d89dd3f2a73a7a0.jpg,train
147,./xmm_om_artefacts_512-36-COCO/images/S0603751001_M_png.rf.4a3cc45812780f2c859bccf1979fd5f1.jpg,train
148,./xmm_om_artefacts_512-36-COCO/images/S0870830101_L_png.rf.47b34d57258634a2ddb4a93da8f02013.jpg,train
150,./xmm_om_artefacts_512-36-COCO/images/S0406950201_L_png.rf.4cf8fee95f9979823095a2059796e0bc.jpg,train
151,./xmm_om_artefacts_512-36-COCO/images/S0670880701_L_png.rf.4ddd7293a5206f49f6c03fae3b0fb0df.jpg,train
152,./xmm_om_artefacts_512-36-COCO/images/S0124930501_U_png.rf.4d28bdb40a883c81b15acfdfd3ef6c1b.jpg,train
153,./xmm_om_artefacts_512-36-COCO/images/S0884991101_B_png.rf.4cbf161496347bd166b5a20e2dbd3745.jpg,train
154,./xmm_om_artefacts_512-36-COCO/images/S0005010301_L_png.rf.4dcfa09c20514da6511fa3603417ef3d.jpg,train
156,./xmm_om_artefacts_512-36-COCO/images/S0601980301_M_png.rf.476da42183114aebe173d08a0a5857da.jpg,train
157,./xmm_om_artefacts_512-36-COCO/images/S0136551001_V_png.rf.4dff71294945bbab33b1dbc9be77f3a4.jpg,train
159,./xmm_om_artefacts_512-36-COCO/images/S0302440301_U_png.rf.5020ca86f428236b9b1a42eacea1bb8a.jpg,train
160,./xmm_om_artefacts_512-36-COCO/images/S0721600501_U_png.rf.4f1e4b2393732e07c551cfe18b2853fe.jpg,train
161,./xmm_om_artefacts_512-36-COCO/images/S0560191401_L_png.rf.5109ecfd52a15b79bedce4a180efb228.jpg,train
162,./xmm_om_artefacts_512-36-COCO/images/S0085200101_L_png.rf.4f10e55b42c77e688582b98ccadeb7d9.jpg,train
164,./xmm_om_artefacts_512-36-COCO/images/S0851980101_L_png.rf.536717b6cfaddae819356a97b4d360b3.jpg,train
165,./xmm_om_artefacts_512-36-COCO/images/S0028740201_L_png.rf.4fe6984b7837343bd5fc38cc12f489a6.jpg,train
167,./xmm_om_artefacts_512-36-COCO/images/S0650560401_L_png.rf.510af8eb522394e1c6d10a259759f921.jpg,train
168,./xmm_om_artefacts_512-36-COCO/images/S0694210101_L_png.rf.523ffba49fc0ec79c973681c263235a7.jpg,train
169,./xmm_om_artefacts_512-36-COCO/images/S0823580101_L_png.rf.530e6c296cd0d8b02c55a4ccadffb763.jpg,train
170,./xmm_om_artefacts_512-36-COCO/images/S0606430201_U_png.rf.50b9840422fda7f525e42f85ca7d3c6f.jpg,train
171,./xmm_om_artefacts_512-36-COCO/images/S0677670136_L_png.rf.4ffdc040c6e83d51640a3fe6a734a1a4.jpg,train
172,./xmm_om_artefacts_512-36-COCO/images/S0723800501_U_png.rf.53aeb4436da7efb4616dacabb3a9ba71.jpg,train
173,./xmm_om_artefacts_512-36-COCO/images/S0059140101_S_png.rf.4f33d3b8e8e1f442f8d234562e604daf.jpg,train
174,./xmm_om_artefacts_512-36-COCO/images/S0109461501_V_png.rf.531d83c2b89a925bb2efa53472ac007f.jpg,train
177,./xmm_om_artefacts_512-36-COCO/images/S0694440501_M_png.rf.53398edfeac338bec0e60eeca8b0c89f.jpg,train
178,./xmm_om_artefacts_512-36-COCO/images/S0825140101_S_png.rf.509ab2a862555aace23c9aa45ae95ca0.jpg,train
179,./xmm_om_artefacts_512-36-COCO/images/S0203160401_V_png.rf.535fda370fb6a1f091b0029b45c07bf0.jpg,train
180,./xmm_om_artefacts_512-36-COCO/images/S0306090401_M_png.rf.4fa9c975aa72e3ee7ddbb32a864e64e4.jpg,train
181,./xmm_om_artefacts_512-36-COCO/images/S0207050101_L_png.rf.53c9384b7124bc57f79174aa19cf4b53.jpg,train
182,./xmm_om_artefacts_512-36-COCO/images/S0761560601_L_png.rf.53a40a046014accb732c49c897182a39.jpg,train
183,./xmm_om_artefacts_512-36-COCO/images/S0804090501_V_png.rf.54f84e367d952633db4ca0e4cd047222.jpg,train
184,./xmm_om_artefacts_512-36-COCO/images/S0820770142_L_png.rf.559f8736c328c09bf591dc2ca48b9493.jpg,train
185,./xmm_om_artefacts_512-36-COCO/images/S0804300501_M_png.rf.53ef5c122aea664fde9d045477fb6afc.jpg,train
186,./xmm_om_artefacts_512-36-COCO/images/S0151270401_U_png.rf.54617c9d32129ab6590d061dfa5c42f4.jpg,train
188,./xmm_om_artefacts_512-36-COCO/images/S0893811101_U_png.rf.58a0ea778825e5b9f6590f27c03ac64a.jpg,train
189,./xmm_om_artefacts_512-36-COCO/images/S0679380101_L_png.rf.5517d07a8c697d90c88558766f1fc98b.jpg,train
190,./xmm_om_artefacts_512-36-COCO/images/S0677761131_L_png.rf.56b6b6f6a4cae7a91e0a05560241fa7f.jpg,train
191,./xmm_om_artefacts_512-36-COCO/images/S0725290145_L_png.rf.5526be604a08e65827bf54a4a5a1d205.jpg,train
193,./xmm_om_artefacts_512-36-COCO/images/S0827230401_L_png.rf.59910f6568ccf3d4fb7918f2132012a1.jpg,train
194,./xmm_om_artefacts_512-36-COCO/images/S0412600201_B_png.rf.565b6bebb0565bab4680434c57e1f1ac.jpg,train
197,./xmm_om_artefacts_512-36-COCO/images/S0653380401_M_png.rf.580d6f9aa045488fb14de956962d24b6.jpg,train
198,./xmm_om_artefacts_512-36-COCO/images/S0675080101_S_png.rf.59768903961a3d652eadb0c3a744866b.jpg,train
200,./xmm_om_artefacts_512-36-COCO/images/S0400620101_U_png.rf.58e750244902548427cd5bda499c8761.jpg,train
201,./xmm_om_artefacts_512-36-COCO/images/S0880810101_M_png.rf.568c87130ac061fd8dcf6e0911a01f33.jpg,train
202,./xmm_om_artefacts_512-36-COCO/images/S0691250501_L_png.rf.566508884dd26f55c1f87894e246d3ec.jpg,train
203,./xmm_om_artefacts_512-36-COCO/images/S0650840101_M_png.rf.5907bd13683cc4e88c6d0ea79b3bcb1a.jpg,train
205,./xmm_om_artefacts_512-36-COCO/images/S0842680401_L_png.rf.59e08b0f3093056da8f596bf3b057765.jpg,train
206,./xmm_om_artefacts_512-36-COCO/images/S0802200201_M_png.rf.5a73117c496bbf8ed2a23e4c8d181dcb.jpg,train
207,./xmm_om_artefacts_512-36-COCO/images/S0803951201_L_png.rf.5bc96715a6c9cdeb4095ddb54d7a2089.jpg,train
209,./xmm_om_artefacts_512-36-COCO/images/S0795610401_L_png.rf.5c6f9a2e4a9aac00635d46f8dc682846.jpg,train
211,./xmm_om_artefacts_512-36-COCO/images/S0672320101_M_png.rf.556dda14bcb72b8b1b2df96efe317a6d.jpg,train
214,./xmm_om_artefacts_512-36-COCO/images/S0504550601_U_png.rf.5d4a2d1d55ed8d00b072ee86ec0eb779.jpg,train
215,./xmm_om_artefacts_512-36-COCO/images/S0827360301_L_png.rf.5e80c50bacfd9f0fdb1f80b47526fad2.jpg,train
216,./xmm_om_artefacts_512-36-COCO/images/S0785131001_S_png.rf.61e85a66ccc608484275c5e6002e3ad8.jpg,train
217,./xmm_om_artefacts_512-36-COCO/images/S0677590140_L_png.rf.5d97b563fa080bc56ad8be7b35c36d91.jpg,train
219,./xmm_om_artefacts_512-36-COCO/images/S0148990101_L_png.rf.5e7c95721605fcce695497b632863f43.jpg,train
220,./xmm_om_artefacts_512-36-COCO/images/S0830500101_L_png.rf.61d9488915eb298625f5e64b10016de6.jpg,train
222,./xmm_om_artefacts_512-36-COCO/images/S0604960801_U_png.rf.60b2fe7f2c46d2e7a355e926bb765110.jpg,train
223,./xmm_om_artefacts_512-36-COCO/images/S0402430401_B_png.rf.611368044e23d2271a64bbf27a13abff.jpg,train
224,./xmm_om_artefacts_512-36-COCO/images/S0803240501_L_png.rf.615c1264fc434823fc70b877cb7e43a0.jpg,train
225,./xmm_om_artefacts_512-36-COCO/images/S0831810101_U_png.rf.601f0f5abbc2f8bf205d9aace5c2f23f.jpg,train
227,./xmm_om_artefacts_512-36-COCO/images/S0201751301_U_png.rf.60cbff65e78c81fffa5c3d8139cdea34.jpg,train
228,./xmm_om_artefacts_512-36-COCO/images/S0510390201_S_png.rf.6293c43d8f2e09c2a51acc77dd708bf4.jpg,train
229,./xmm_om_artefacts_512-36-COCO/images/S0144271401_L_png.rf.638493d3e7e49dccd3e53aa48d078d0b.jpg,train
231,./xmm_om_artefacts_512-36-COCO/images/S0674491201_M_png.rf.61b69aa1bb3fe9177a7ec4ba88f0cb43.jpg,train
232,./xmm_om_artefacts_512-36-COCO/images/S0404350101_L_png.rf.5fe6261b11ede129d581297e88957a47.jpg,train
233,./xmm_om_artefacts_512-36-COCO/images/S0721010601_V_png.rf.62670523292585822f9c3c1b1e2bc658.jpg,train
235,./xmm_om_artefacts_512-36-COCO/images/S0303360901_V_png.rf.62e51cd9d1380737b4bc6c3cf487219b.jpg,train
236,./xmm_om_artefacts_512-36-COCO/images/S0125911501_L_png.rf.605a0232621cf8b09b14327ac0c6c619.jpg,train
239,./xmm_om_artefacts_512-36-COCO/images/S0125911501_V_png.rf.6401f91c313bb563bca9ef60c023f396.jpg,train
240,./xmm_om_artefacts_512-36-COCO/images/S0404960501_L_png.rf.6613b43b1f0e65c6c46ccda6ddeb4526.jpg,train
241,./xmm_om_artefacts_512-36-COCO/images/S0201901001_M_png.rf.63de1caaa0b63f979ffb57d6e7658320.jpg,train
242,./xmm_om_artefacts_512-36-COCO/images/S0111150201_L_png.rf.6494c1e1487383bab3c0ab3687c0b726.jpg,train
243,./xmm_om_artefacts_512-36-COCO/images/S0852000101_L_png.rf.65adf40038ded57b2cde7d8dca1fa5e7.jpg,train
244,./xmm_om_artefacts_512-36-COCO/images/S0412602201_M_png.rf.648b75cf5f975c1864b832d93d8b7207.jpg,train
246,./xmm_om_artefacts_512-36-COCO/images/S0135520401_V_png.rf.6877de067f17a6986a812a4d181a0ec5.jpg,train
247,./xmm_om_artefacts_512-36-COCO/images/S0551030101_L_png.rf.65c5a51a4120f3508804a34cf2dffa86.jpg,train
250,./xmm_om_artefacts_512-36-COCO/images/S0411782101_B_png.rf.6a94d947c4fd86e11762803dc6e52cd1.jpg,train
251,./xmm_om_artefacts_512-36-COCO/images/S0865350301_U_png.rf.6380d6536af835ada8d74f0bca52cac0.jpg,train
252,./xmm_om_artefacts_512-36-COCO/images/S0312190201_U_png.rf.64b6e2754a0c08362a1092817206723c.jpg,train
253,./xmm_om_artefacts_512-36-COCO/images/S0303420201_S_png.rf.6b3f596749d3c9ff6375fc105fb94cb4.jpg,train
254,./xmm_om_artefacts_512-36-COCO/images/S0690090201_L_png.rf.6aa5b3a4ed8dc287c006e49ade1ab4ae.jpg,train
255,./xmm_om_artefacts_512-36-COCO/images/S0140190101_B_png.rf.683e00d93ee6e0cb9485bf5d1cd3982d.jpg,train
256,./xmm_om_artefacts_512-36-COCO/images/S0500500601_U_png.rf.65c047834424da0feddf9ee3edb5b983.jpg,train
257,./xmm_om_artefacts_512-36-COCO/images/S0102640701_V_png.rf.69f5d0b413cbcee55cae7e4f65a37fec.jpg,train
258,./xmm_om_artefacts_512-36-COCO/images/S0553790301_L_png.rf.69c811a6dc2f44aad47d28497ab0a7a9.jpg,train
259,./xmm_om_artefacts_512-36-COCO/images/S0150651201_U_png.rf.68c328abad95693966ed4fcf29b5454c.jpg,train
261,./xmm_om_artefacts_512-36-COCO/images/S0112260201_L_png.rf.6b158e5549194dd8f491d020023bf42c.jpg,train
263,./xmm_om_artefacts_512-36-COCO/images/S0406424101_L_png.rf.6ce4e09ab4c00df4a58206dd296efb83.jpg,train
265,./xmm_om_artefacts_512-36-COCO/images/S0057740301_L_png.rf.6d0b082e3778ea4db818c9058c0dadf7.jpg,train
267,./xmm_om_artefacts_512-36-COCO/images/S0672190301_M_png.rf.6707fd63bc1d33f7b9fa79bd0647bc1b.jpg,train
268,./xmm_om_artefacts_512-36-COCO/images/S0511581601_U_png.rf.6bae3207923ac5f93c10f4b3c1220eb5.jpg,train
270,./xmm_om_artefacts_512-36-COCO/images/S0748591131_M_png.rf.6ec1cc7e87888e6fc665de6d88509647.jpg,train
271,./xmm_om_artefacts_512-36-COCO/images/S0054540101_S_png.rf.6a3c97d78a061bf7bbb45dc9268ba490.jpg,train
272,./xmm_om_artefacts_512-36-COCO/images/S0148740701_U_png.rf.6d3451ba84f0aa5edf242db365d594ce.jpg,train
273,./xmm_om_artefacts_512-36-COCO/images/S0804110301_L_png.rf.6c924fb35848de3aeab0a68a269e0e73.jpg,train
275,./xmm_om_artefacts_512-36-COCO/images/S0110990301_L_png.rf.6cb27d4d79a7c66bf98ea14760fbdaeb.jpg,train
276,./xmm_om_artefacts_512-36-COCO/images/S0112320201_V_png.rf.6e038a7b1ef00c54db2e907392820bfd.jpg,train
277,./xmm_om_artefacts_512-36-COCO/images/S0154350201_M_png.rf.6f8a1470a356612d173800270f1fce7f.jpg,train
278,./xmm_om_artefacts_512-36-COCO/images/S0761100201_V_png.rf.6d0f843976399a9939b41f63daf44dd8.jpg,train
280,./xmm_om_artefacts_512-36-COCO/images/S0804090501_B_png.rf.70da94dff1b35d33e102be8d20d42857.jpg,train
281,./xmm_om_artefacts_512-36-COCO/images/S0502060401_L_png.rf.6ffb45b92ed926124cf52f34d6d797e5.jpg,train
